"Código","Descripción","Forma","Concentración","Pres.","I NA","II NA","III NA","Vía Adm.","Indicaciones","Reg. Terapéutico"
"N05CC01","Hidrato de cloral","Liquido oral","100 mg/mL","E    Especialista","","1","1","O        Oral","Indicación general: Sedación para procedimientos médicos e hipnótico para tratamiento de insomnio simple.",""
"N05CD08","Midazolam","Liquido oral (solucion bucal)","10 mg/mL","G","1","1","1","O        Oral","Indicación general: Sedación para procedimientos médicos.Sedación pre-operatoria.Mantenimiento de anestesia general.Inducción anestésica.Sedación para ventilación mecánica.Sedación en cuidados intensivos y status epilépticus (valorar por especialista).",""
"N05CD08","Midazolam","Liquido parenteral","1 mg/mL y 5 mg/mL","E    Especialista","","1","1","P         Parenteral","Indicación general: Sedación para procedimientos médicos.Sedación pre-operatoria.Mantenimiento de anestesia general.Inducción anestésica.Sedación para ventilación mecánica.Sedación en cuidados intensivos y status epilépticus (valorar por especialista).",""
"N05CM18","Dexmedetomidina*","Liquido parenteral","100 mcg/mL","H   Hospitalaria","","1","1","P         Parenteral","Indicación exclusiva: Para sedación de pacientes con alto riesgo de presentar delirio con ventilación mecánica asistida durante el tratamiento en unidades de cuidados intensivos.",""
"N06AA09","Amitriptilina","Solido oral","10 mg y 25 mg","G","1","1","1","O        Oral","Indicación general: Depresión endógena.Dolor neuropático.Tenesmo vesical.Espasmos de vejiga.Sialorrea.Trastorno de pánico.",""
"N06AB03","Fluoxetina","Solido oral","20 mg","F,E(p) Continuidad por especialista, protocolo","1","1","1","O        Oral","Indicación general: Depresión mayor.Trastorno obsesivo-compulsivo.Bulimia nerviosa.Pánico.Síndrome disfórico premenstrual.",""
"N06AB06","Sertralina","Solido oral","50 mg y 100 mg","F,E(p) Continuidad por especialista, protocolo","1","1","1","O        Oral","Indicación general: Depresión mayor.Trastorno obsesivo-compulsivo, trastorno de ansiedad social, trastorno de pánico.Estrés postraumáticoSíndrome disfórico premenstrual.Llanto y risa patológica, prurito por colestasis y por uremia.",""
"N06BC01","Cafeína*","Solido oral","100 mg y 200 mg","H   Hospitalaria","","1","1","O        Oral","Indicación exclusiva: Apnea en prematuros.",""
"N06BC01","Cafeína*","Liquido parenteral","20 mg/mL","H   Hospitalaria","","1","1","P         Parenteral","Indicación exclusiva: Apnea en prematuros.",""
"N07AA01","Neostigmina","Liquido parenteral","0,5 mg/mL","E (p) Especialista, Protocolo","","1","1","P         Parenteral","Indicación general: Diagnóstico de miastenia gravis.Reversión de bloqueo neuro-muscular por relajantes musculares no despolarizantes y retención urinaria postoperatoria.",""
"N07AA02","Piridostigmina*","Solido oral","60 mg","E (p) Especialista, Protocolo","","1","1","O        Oral","Indicación exclusiva: Uso exclusivo en pacientes con miastenia gravis.",""
"N07BB01","Disulfiram","Solido oral","500 mg","E (p) Especialista, Protocolo","","1","1","O        Oral","Indicación general: Coadyuvante en el tratamiento de dependencia alcohólica.",""
"N07BC02","Metadona","Liquido parenteral","5 mg/mL","G","1","1","1","P         Parenteral","Indicación general: Dolor moderado a severo. Dolor neuropático. Dependencia a los opioides.Rotación de opioides. Hiperalgesia inducida por opioides. Pacientes con insuficiencia renal.",""
"N07BC02","Metadona","Solido oral","10 mg","G","1","1","1","O        Oral","Indicación general: Dolor moderado a severo. Dolor neuropático. Dependencia a los opioides.Rotación de opioides. Hiperalgesia inducida por opioides. Pacientes con insuficiencia renal.",""
"P01AB01","Metronidazol","Liquido oral","125 mg/5 mL y 250 mg/5 mL","G","1","1","1","O        Oral","Indicación general: Antiprotozoarios.Amebiasis.Giardiasis.Tricomoniasis.Vaginitis bacteriana.Infecciones por bacterias anaerobias (Clostridium sp, Bacteroides sp).",""
"P01AB01","Metronidazol","Solido oral","250 mg y 500 mg","G","1","1","1","O        Oral","Indicación general: Antiprotozoarios.Amebiasis.Giardiasis.Tricomoniasis.Vaginitis bacteriana.Infecciones por bacterias anaerobias (Clostridium sp, Bacteroides sp).",""
"P01AB02","Tinidazol","Solido oral","1.000 mg","G","1","1","1","O        Oral","Indicación general: Amebiasis intestinal.Absceso hepático amebiano.Giardiasis.Tricomoniasis vaginal.",""
"P01AB02","Tinidazol","Solido vaginal","150 mg","G","1","1","1","V           Vaginal","Indicación general: Amebiasis intestinal.Absceso hepático amebiano.Giardiasis.Tricomoniasis vaginal.",""
"P01BA01","Cloroquina","Liquido parenteral","40 mg/mL","H   Hospitalaria","","1","1","P         Parenteral","Indicación general: Profilaxis de malaria.Malaria no complicada.Alternativa en absceso hepático amebiano.Artritis reumatoide activa.",""
"P01BA01","Cloroquina","Solido oral","250 mg","G","1","1","1","O        Oral","Indicación general: Profilaxis de malaria.Malaria no complicada.Alternativa en absceso hepático amebiano.Artritis reumatoide activa.",""
"P01BA02","Hidroxicloroquina*","Solido oral","200 mg y 400 mg","E    Especialista","1","1","1","O        Oral","Indicación exclusiva: Fármacos antirreumáticos modificadores de la enfermedad (FARME).",""
"P01BA03","Primaquina","Solido oral","7,5 mg y 15 mg","G","1","1","1","O        Oral","Indicación general: Prevención y tratamiento de malaria.",""
"P01BC01","Quinina","Liquido parenteral","300 mg/mL","G","1","1","1","P         Parenteral","Indicación general: Malaria por Plasmodium falciparum (grave o complicada) resistente a cloroquina.",""
"P01BC01","Quinina","Solido oral","300 mg","G","1","1","1","O        Oral","Indicación general: Malaria por Plasmodium falciparum (grave o complicada) resistente a cloroquina.",""
"P01BD01","Pirimetamina","Solido oral","25 mg","E (p) Especialista, Protocolo","","","1","O        Oral","Indicación exclusiva: Uso exclusivo en pacientes con toxoplasmosis, incluido embarazadas.",""
"P01BE03","Artesunato*","Solido parenteral","60 mg","H   Hospitalaria","","1","1","P         Parenteral","Indicación exclusiva: Manejo hospitalario de malaria severa.",""
"P01BF01","Arteméter + Lumefantrina","Solido oral","20 mg + 120 mg","G","1","1","1","O        Oral","Indicación general:Tratamiento de las infecciones de paludismo/malaria agudas y no complicadas por Plasmodium falciparum incluídas las resistente a cloroquina.",""
"P01CA02","Benznidazol","Solido oral","50 mg y 100 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación general: Tratamiento de la fase aguda de la tripanosomiasis (Enfermedad de Chagas).",""
"P01CB01","Antimoniato de meglumina","Liquido parenteral","300 mg/mL","(p)  Protocolo","1","1","1","P         Parenteral","Indicación general: Leishmaniasis.",""
"P01CX04","Miltefosina","Solido oral","10 mg y 50 mg","(p)  Protocolo","1","1","1","O        Oral","Leishmaniasis visceral y cutánea.",""
"P02BA01","Praziquantel","Solido oral","600 mg","G","1","1","1","O        Oral","Indicación general: Esquistosomiasis.Duela hepática.Cisticercosis.Teniasis.",""
"P02CA03","Albendazol","Liquido oral","20 mg/mL","G","1","1","1","O        Oral","Indicación general: Ascaridiasis.Anquilostomiasis.Oxiuriasis.Teniasis.Larva migrans cutánea.Trichuriasis. Giardiasis. Neurocisticercosis.Enfermedad hidatídica. Estrongiloidiasis.",""
"P02CA03","Albendazol","Solido oral","400 mg","G","1","1","1","O        Oral","Indicación general: Ascaridiasis.Anquilostomiasis.Oxiuriasis.Teniasis.Larva migrans cutánea.Trichuriasis. Giardiasis. Neurocisticercosis.Enfermedad hidatídica. Estrongiloidiasis.",""
"P02CF01","Ivermectina","Liquido oral","6 mg/mL","G","1","1","1","O        Oral","Indicación general: Oncocercosis (microfilaria).Estrongiloidiasis intestinal.Larva migrans cutánea.",""
"P02CF01","Ivermectina","Solido oral","6 mg","G","1","1","1","O        Oral","Indicación general: Oncocercosis (microfilaria).Estrongiloidiasis intestinal.Larva migrans cutánea.",""
"P03AC04","Permetrina","Semisolido cutaneo","1 %","G","1","1","1","T           Topico","Indicación general: Escabiosis. Pediculosis.",""
"P03AC04","Permetrina","Liquido cutaneo (champu)","1 %","G","1","1","1","T           Topico","Indicación general: Escabiosis. Pediculosis.",""
"R01AD09","Mometasona","Liquido para inhalacion nasal","50 mcg","G","1","1","1","I           Inhalatoria","Indicación general: Rinitis alérgica.",""
"R03AA01","Epinefrina (adrenalina) racémica","Liquido para inhalacion","22,5 mg/mL (2,25 %)","(p)  Protocolo","1","1","1","I           Inhalatoria","Indicación general: Crup. Broncoespasmo agudo por asma bronquial. Hipereactividad bronquial adquirida y heredada que no cede a 2 agonistas de acción corta.",""
"R03AC02","Salbutamol","Liquido para inhalacion","0,1 mg/dosis","G","1","1","1","I           Inhalatoria","Indicación general: Hipereactividad bronquial heredada y adquirida en cualquier estadio de gravedad.Broncoespasmo.Broncoespasmo agudo severo. Broncoespasmo inducido por ejercicio.",""
"R03AC02","Salbutamol","Liquido para inhalacion/Liquido para nebulización","5 mg/mL","G","1","1","1","I           Inhalatoria","Indicación general: Hipereactividad bronquial heredada y adquirida en cualquier estadio de gravedad.Broncoespasmo.Broncoespasmo agudo severo. Broncoespasmo inducido por ejercicio.",""
"R03AC18","Indacaterol*","Solido para inhalacion","150 mcg y 300 mcg","HE     Hospitalario Especialista","","1","1","I           Inhalatoria","Indicación exclusiva:Enfermedad pulmonar obstructiva crónica (EPOC)",""
"R03AK06","Salmeterol + Fluticasona*","Liquido para inhalacion/Solido para inhalacion","25 mcg a 50 mcg de Salmeterol + 50 mcg, 125 mcg o 250 mcg de Fluticasona","F,E Continuidad por especialista","1","1","1","I           Inhalatoria","Indicación exclusiva. 11a. rev.   Adultos con diagnóstico de asma no controlada que no responden al tratamiento con monoterapia de corticoide inhalado (ICS).",""
"R03BA01","Beclometasona","Liquido para inhalacion","50 mcg/dosis y  250 mcg/dosis","E    Especialista","1","1","1","I           Inhalatoria","Indicación general: AsmaTratamiento de mantenimiento.",""
"R03BA05","Fluticasona*","Liquido para inhalacion","125 mcg y 250 mcg","G","1","1","1","I           Inhalatoria","Indicación exclusiva:Tratamiento y seguimiento del asma moderado y persistente. Síndrome overlap. Enfermedad pulmonar obstructiva crónica (EPOC) tipo C y D. Hiperreactividad bronquial. Aspergilosis broncopulmonar.",""
"R03BB01","Bromuro de ipratropio","Liquido para inhalacion","0,02 mg/dosis","G","1","1","1","I           Inhalatoria","Indicación general: Mantenimiento del tratamiento de EPOC. Mantenimiento del tratamiento del broncoespasmo en asma, como coadyuvante.",""
"R03BB01","Bromuro de ipratropio","Liquido para inhalacion/Liquido para nebulización","0,25 mg/mL","E    Especialista","1","1","1","I           Inhalatoria","Indicación general: Mantenimiento del tratamiento de EPOC. Mantenimiento del tratamiento del broncoespasmo en asma, como coadyuvante.",""
"R03BB04","Bromuro de tiotropio","Solido para inhalacion","22,5 mcg (equivalente a  18 mcg de tiotropio base)","(p)  Protocolo","1","1","1","I           Inhalatoria","Indicación general: Enfermedad Pulmonar Obstructiva Crónica.",""
"R03DA05","Aminofilina","Liquido parenteral","25 mg/mL","H   Hospitalaria","","1","1","P         Parenteral","Indicación general: Bronco espasmo agudo.Mantenimiento de asma mas EPOC. Apnea del prematuro.",""
"R05CB01","Acetilcisteína","Liquido para inhalacion","100 mg/mL","E    Especialista","","1","1","I           Inhalatoria","Indicación general: Mucolítico. Fibrosis quística.",""
"R05CB13","Dornasa alfa (desoxirribonucleasa)*","Liquido para inhalacion","2,5 mg/2,5 mL (2.500 UI)","F,E Continuidad por especialista","1","1","1","I           Inhalatoria","Indicación exclusiva: Uso exclusivo en pacientes con fibrosis quística.",""
"R06AA02","Difenhidramina","Liquido oral","10 mg/5 mL y 12,5 mg/5 mL","G","1","1","1","O        Oral","Indicación general: Reacciones alérgicas. Síntomas extrapiramidales.Insomnio (a corto plazo). Cinetosis.",""
"R06AA02","Difenhidramina","Liquido parenteral","10 mg/mL","G","1","1","1","P         Parenteral","Indicación general: Reacciones alérgicas. Síntomas extrapiramidales.Insomnio (a corto plazo). Cinetosis.",""
"R06AA02","Difenhidramina","Solido oral","50 mg","G","1","1","1","O        Oral","Indicación general: Reacciones alérgicas. Síntomas extrapiramidales.Insomnio (a corto plazo). Cinetosis.",""
"R06AA11","Dimenhidrinato","Solido oral","50 mg","G","1","1","1","O        Oral","Indicación general:Cinetosis.",""
"R06AX13","Loratadina","Liquido oral","5 mg/5 mL","G","1","1","1","O        Oral","Indicación general: Rinitis alérgica.Urticaria crónica idiopática.Prurito por uremia y prurito por piel seca.",""
"R06AX13","Loratadina","Solido oral","10 mg","G","1","1","1","O        Oral","Indicación general: Rinitis alérgica.Urticaria crónica idiopática.Prurito por uremia y prurito por piel seca.",""
"R07AA02","Fosfolípidos naturales (surfactante pulmonar)","Liquido intravesical/ solido intravesical","25 mg/mL y 27 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","IT        Intratraqueal","Indicación general: Síndrome de Dificultad Respiratoria (SDR) en neonatos prematuros de alto riesgo.Enfermedad de membrana hialina.",""
"S01AA01","Cloranfenicol","Liquido oftalmico","0,25 % y 0,5 %","G","1","1","1","Oc      Ocular","Indicación general: Infecciones oculares superficiales producidas por bacterias susceptibles (Conjuntivitis bacteriana).",""
"S01AA01","Cloranfenicol","Semisolido oftalmico","1 %","G","1","1","1","Oc      Ocular","Indicación general: Infecciones oculares superficiales producidas por bacterias susceptibles (Conjuntivitis bacteriana).",""
"S01AA12","Tobramicina","Liquido oftalmico","0,3 %","G","1","1","1","Oc      Ocular","Indicación general: Infecciones oculares moderadas a severas (incluye infecciones por Pseudomona aeruginosa).",""
"S01AA12","Tobramicina","Semisolido oftalmico","0,3 %","G","1","1","1","Oc      Ocular","Indicación general: Infecciones oculares moderadas a severas (incluye infecciones por Pseudomona aeruginosa).",""
"S01AA17","Eritromicina","Semisolido oftalmico","0,5 %","G","1","1","1","Oc      Ocular","Indicación general: Infecciones oculares bacterianas superficiales (incluida conjuntiva y cornea).Profilaxis de oftalmia neonatal (por gonococo o chlamydia).",""
"S01AD03","Aciclovir","Semisolido oftalmico","3 %","E    Especialista","","1","1","Oc      Ocular","Indicación general: Queratitis herpética.",""
